2,13.001800975885208
4,21.53790504331633
9,37.71288893241249
10,36.50566010548228
12,45.79222564304524
22,74.08909437074027
23,77.79484928285504
29,97.02722682710707
36,117.34934185594051
38,125.43980832843924
42,136.22472244832585
44,140.32438432581847
47,152.11846526791942
48,153.4128580177853
50,157.9524709188665
52,167.72121302162216
53,167.0046487143431
55,174.1039960376168
56,177.1774894229032
59,187.665311214956
69,216.290472969463
75,232.7879303222417
76,238.68902015555688
80,246.40406639114912
87,268.9982259470187
88,270.0853082053258
90,281.79439008401175
91,281.3326817193349
95,294.3279413277107
97,297.40431818984825
102,313.199239665379
107,329.13955277004555
115,356.25770865022616
125,384.0634576675646
127,391.6512680820303
128,394.73514767539837
131,403.51207063839865
132,403.22903075783205
135,415.7501154288577
137,419.72815777193733
145,445.7426374178677
146,444.12941713425056
151,459.857900313394
153,468.3133376610774
155,471.0564599856399
169,514.9442294184414
170,518.2157408845745
172,527.0965603420939
173,529.8949007438904
176,537.1049254716817
180,549.2095995527709
181,551.2478579630568
186,568.4461663381506
187,569.7055214702503
189,578.2309809911751
194,589.1662554907631
195,594.1585895287272
202,612.0870779034047
212,647.1563776355306
219,667.8143559689405
220,667.0979373538871
223,676.1968714731526
224,683.7847431215479
225,683.2590575597078
226,686.3252189645044
227,692.4800722797389
231,702.6446853867337
235,715.2227350928454
236,719.2901541381442
238,722.2980025530364
240,730.998869644145
241,732.2929071739395
242,732.8695797628124
246,748.9964512091258
252,764.0455935927147
255,771.2758915979628
257,778.1268103045882
260,788.6667078552384
264,800.7659462202362
269,814.7509793532528
271,819.7908958759663
274,832.698613040699
280,850.6183026026587
282,853.3275721047878
288,873.6394907695163
289,875.1082998405872
292,883.6423126742319
294,889.9747403779913
296,897.5596473270778
300,907.1279917195819
304,921.5038810464866
310,940.6965874665777
311,941.4692152210346
312,947.6101492508277
314,950.2666003341714
316,955.9699960613727
330,997.311862128493
331,1000.9318213439814
334,1009.5217611962191
337,1018.737084650518
338,1022.279089937715
342,1036.9193133917463
346,1047.1215206131117
348,1051.029670773509
354,1071.4737393322403
355,1071.7240726617636
356,1079.4099907745342
360,1091.0109433459938
367,1110.1190140357887
368,1113.0021057809174
369,1115.9017133202303
372,1125.3880272146912
382,1157.0149663647655
403,1219.5841631529565
405,1225.9732647144442
407,1231.8718584878325
412,1247.870614464762
415,1255.389845248271
416,1259.7742700256347
418,1265.7043520606212
419,1263.8885476076025
420,1271.1378433502307
423,1279.6305174161519
428,1291.7163420885247
429,1293.3792306761738
440,1326.0749913721866
441,1333.133619652674
442,1337.2738733759768
445,1345.8343663464252
446,1348.0090578617508
451,1362.575288812444
453,1369.946848424856
460,1389.124799376802
464,1401.3217183043696
465,1401.8958743955616
466,1408.1476759226841
469,1416.9385093391652
477,1442.1798105499245
478,1442.1111243457062
479,1446.945116671849
482,1456.6428656176208
483,1458.972231159905
485,1461.6624659728732
486,1466.4713825895844
488,1472.5629360178616
490,1476.138944151049
491,1483.3421008084756
492,1487.6175732615732
494,1493.4598917486676
496,1495.7381916689294
498,1504.432170746973
499,1507.016490569904
505,1523.565779441092
507,1532.9288061688733
508,1531.4661406826026
511,1540.7100971091913
514,1548.6486715483413
516,1554.0100442587589
522,1574.0270066439314
526,1587.3015576591724
527,1587.2766821459713
534,1608.9473412036782
535,1614.4268054789493
547,1652.481554355789
548,1651.8485484571233
549,1658.2912711622694
550,1659.2782718580315
553,1666.6892016513114
554,1672.2236619022933
557,1681.2615359214408
558,1685.476445156668
559,1688.3386258141484
563,1699.0068392070054
565,1704.6799351164318
567,1711.2512208363557
571,1720.0701148365304
572,1723.7670872068695
576,1738.0717915522532
577,1739.8625569698238
578,1740.6508781304358
582,1755.1040670458174
583,1757.9340287587675
589,1774.2357668250515
595,1794.5391661497454
598,1805.634411855821
602,1814.9814090405007
604,1821.342383858761
605,1823.3855702393212
611,1839.0482628330951
613,1847.2875584108838
614,1851.4206902701633
620,1868.14014269276
621,1873.260746649688
622,1875.3006274640177
625,1881.8807693022325
630,1896.0702721135171
632,1902.4217028801093
633,1910.1079824365247
634,1908.7450503740918
635,1916.032606157632
636,1918.0571134545617
637,1917.1219673045568
639,1924.2913365338015
641,1934.9233431857153
650,1958.9861849376048
651,1959.9449187375155
654,1972.863434960322
656,1977.5761066309444
659,1987.5309333573803
666,2004.7047501276688
676,2038.6510812249232
678,2041.1946225254621
684,2061.4201507176817
685,2065.44810113246
690,2076.2839333256434
691,2080.77753665626
693,2088.422440542949
698,2104.012375433757
699,2105.603297473764
703,2119.9374270568355
708,2134.5920862178987
712,2145.0017592672757
719,2164.0192217023387
723,2179.5955395931924
724,2180.206013506533
726,2184.2187405841223
730,2196.7814959105463
743,2239.3788736099127
750,2261.921220331632
752,2263.0047940407626
753,2265.627697078546
754,2272.5297840877206
755,2276.8681467824786
757,2281.1143018558128
758,2281.9049658437525
766,2305.205058183808
772,2326.627016858979
777,2340.0003071225924
778,2344.673946378845
780,2347.977558095543
783,2358.2753117902976
785,2364.211784399889
786,2367.95137966389
791,2383.8388645061696
795,2396.994124554888
798,2401.9472978016734
800,2408.594116250829
801,2414.6175127609336
811,2439.88971758651
813,2445.4651472324986
814,2448.2076015854186
824,2478.129476940107
834,2510.0926540877185
837,2519.3890327440363
840,2529.2103950800893
844,2538.5446133556234
850,2559.9101815498097
857,2582.448270251416
858,2583.3666986685325
859,2583.777906993611
860,2586.33882924205
863,2599.6386855830797
868,2611.3056321522663
871,2619.3199061556916
875,2635.6074514410625
877,2641.187105863522
878,2642.3181795367054
881,2650.578022274432
884,2658.981014788978
885,2663.9945572527117
888,2673.0303770210207
889,2676.5449697711556
895,2692.099834094708
900,2708.606504266091
